days_since_first_submit,paper_year,title_word_count,abstract_word_count,Category,Title,arXiv_Code,Abstract
451.0,2019.0,9,90,3,Gauge field theories with Lorentz-violating operators of arbitrary dimension,arXiv:1812.11672,"The classification of Lorentz- and CPT-violating operators in nonabelian gauge field theories is performed. We construct all gauge-invariant terms describing propagation and interaction in the action for fermions and gauge fields. Restrictions to the abelian, Lorentz-invariant, and isotropic limits are presented. We provide two illustrative applications of the results to quantum electrodynamics and quantum chromodynamics. First constraints on nonlinear Lorentz-violating effects in electrodynamics are obtained using data from experiments on photon-photon scattering, and corrections from nonminimal Lorentz and CPT violation to the cross section for deep inelastic scattering are derived."
344.0,2018.0,9,78,3,Probing pseudo Nambu-Goldstone boson dark matter at loop level,arXiv:1810.08139,"In the standard model extended by a single complex scalar boson with a softly broken global U(1) symmetry, a pseudo Nambu-Goldstone boson becomes a candidate for dark matter. In this paper, we discuss the direct detection of the pseudo Nambu-Goldstone boson dark matter. Since the tree-level amplitude for dark matter-nucleon scattering vanishes, higher order quantum corrections for the amplitude should be taken into account. We perform the calculation at the next-to-leading order in QCD in a systematic manner."
52.0,2018.0,6,65,3,Neutron stars exclude light dark baryons,arXiv:1802.08244,"Exotic new particles carrying baryon number and with mass of order the nucleon mass have been proposed for various reasons including baryogenesis, dark matter, mirror worlds, and the neutron lifetime puzzle. We show that the existence of neutron stars with mass greater than 0.7 $M_\odot$ places severe constraints on such particles, requiring them to be heavier than 1.2 GeV or to have strongly repulsive self-interactions."
294.0,2018.0,11,44,2,Einstein-Yang-Mills AdS Black Brane Solution in Massive Gravity and Viscosity Bound,arXiv:1810.09242,We introduce the Einstein-Yang-Mills AdS black brane solution in context of massive gravity. The ratio of shear viscosity to entropy density is calculated for this solution. This value violates the KSS bound if we apply the Dirichlet boundary and regularity on the horizon conditions.
870.0,2020.0,19,46,13,"Determining the refractive index, absolute thickness and local slope of a thin transparent film using multi-wavelength and multi-incident-angle interference",arXiv:2005.10437,"We describe a high-speed interferometric method, using multiple angles of incidence and multiple wavelengths, to measure the absolute thickness, tilt, the local angle between the surfaces, and the refractive index of a fluctuating transparent wedge. The method is well suited for biological, fluid and industrial applications."
631.0,2019.0,7,82,2,Traversable Wormholes via a Double Trace Deformation,arXiv:1608.05687,"After turning on an interaction that couples the two boundaries of an eternal BTZ black hole, we find a quantum matter stress tensor with negative average null energy, whose gravitational backreaction renders the Einstein-Rosen bridge traversable. Such a traversable wormhole has an interesting interpretation in the context of ER=EPR, which we suggest might be related to quantum teleportation. However, it cannot be used to violate causality. We also discuss the implications for the energy and holographic entropy in the dual CFT description."
559.0,2019.0,5,80,5,Turnaround size of non-spherical structures,arXiv:1905.04263,"The turnaround radius of a large structure in an accelerating universe has been studied only for spherical structures, while real astronomical systems deviate from spherical symmetry. We show that, for small deviations from spherical symmetry, the gauge-invariant characterization of the turnaround size using the Hawking-Hayward quasi-local mass and spherical symmetry still applies, to first order in the cosmological perturbation potentials and in the deviations from sphericity. This is the first step to include non-spherical systems in the physics of turnaround."
844.0,2020.0,6,57,0,Quantum discord of certain two-qubit states,arXiv:2004.11668,Quantum discord is an effective measure of quantum correlation introduced by Olliver and Zurek. We evaluate analytically the quantum discord for a large family of non-X-states. Exact solutions of the quantum discord are obtained of the four parametric space for non-X-states. Dynamic behavior of the quantum discord is also explored under the action of the Kraus operator.
543.0,2019.0,15,75,14,Kinetics of coarsening have dramatic effects on the microstructure: self-similarity breakdown induced by viscosity contrast,arXiv:1906.12114,"The viscous coarsening of a phase separated mixture is studied and the effects of the viscosity contrast between the phases are investigated. From an analysis of the microstructure, it appears that for moderate departure from the perfectly symmetric regime the self-similar bicontinuous regime is robust. However, the connectivity of one phase decreases when its volume fraction decreases or when it is becoming less viscous than the complementary phase. Eventually self-similarity breakdown is observed and characterized."
203.0,2018.0,6,85,5,Preserving Kerr symmetries in deformed spacetimes,arXiv:1807.08594,"We present a novel approach in constructing deviations of the Kerr spacetime whereas the symmetries can be preserved. The method was applied trivially in all known classical black-hole spacetimes tested, while provides the possibility of testing and inventing deformations of Kerr in a quick and innovative way. The methodology is based on earlier work by Benenti and Francaviglia (1979) on separability of geodesic equations while we exploited the elegant properties of Yano tensor in order to provide an additional way of getting the Carter constant."
34.0,2018.0,15,30,2,An attempt to resolve the cosmological constant problem in the modified Yang's noncommutative quantized space-time,arXiv:1707.00085,"We attempt to resolve the cosmological constant problem through the key concept of the quantized number of spatial degrees of freedom in the modified Yang's quantized space-time, $n_{\rm {dof}} (V_3^{R(τ)})$."
869.0,2020.0,15,91,0,The two lowest eigenvalues of the harmonic oscillator in the presence of a Gaussian perturbation,arXiv:2005.09245,"In this note we consider a one-dimensional quantum mechanical particle constrained by a parabolic well perturbed by a Gaussian potential. As the related Birman-Schwinger operator is trace class, the Fredholm determinant can be exploited in order to compute the modified eigenenergies which differ from those of the harmonic oscillator due to the presence of the Gaussian perturbation. By taking advantage of Wang's results on scalar products of four eigenfunctions of the harmonic oscillator, it is possible to evaluate quite accurately the two lowest-lying eigenvalues as functions of the coupling constant $λ$."
584.0,2019.0,7,69,2,Modular symmetry anomaly in magnetic flux compactification,arXiv:1904.07546,"We study modular symmetry anomalies in four-dimensional low-energy effective field theory, which is derived from six-dimensional supersymmetric $U(N)$ Yang-Mills theory by magnetic flux compactification. The gauge symmetry $U(N)$ is broken to $U(N_a) \times U(N_b)$ by magnetic fluxes. It is found that Abelian subgroup of the modular symmetry corresponding to discrete part of $U(1)$ can be anomalous, but other elements independent of $U(1)$ in the modular symmetry are always anomaly-free."
1541.0,2022.0,9,75,3,Exact solutions in radiation reaction and the radiation-free direction,arXiv:2102.11843,"We present new exact solutions of the Landau-Lifshitz and higher-order Landau-Lifshitz equations describing particle motion, with radiation reaction, in intense electromagnetic fields. Through these solutions and others we compare the phenomenological predictions of different equations in the context of the conjectured `radiation-free direction' (RFD). We confirm analytically in several cases that particle orbits predicted by the Landau-Lifshitz equation indeed approach the RFD at extreme intensities, and give time-resolved signals of this behaviour in radiation spectra."
826.0,2020.0,9,78,0,Geometric viewpoint on the quantization of a fuzzy logic,arXiv:2004.03395,"Within the Hamiltonian framework, the propositions about a classical physical system are described in the Borel σ-algebra of a symplectic manifold (the phase space) where logical connectives are the standard set operations. Considering the geometric formulation of quantum mechanics we give a description of quantum propositions in terms of fuzzy events in a complex projective space equipped with Kähler structure (the quantum phase space) obtaining a quantized version of a fuzzy logic by deformation of the product t-norm."
1516.0,2022.0,11,76,0,Magneto-optical rotation: Accurate approximated analytical solutions for single probe atomic magnetometers,arXiv:2202.12781,"We report an approximated analytical solution for a single-probe four-state atomic magnetometer where no analytical solution exists. This approximated analytical solution demonstrates excellent accuracy in broad probe power and detuning ranges when compared with the numerical solution obtained using a 4th order Runge-Kutta differential equation solver on MATLAB. The theoretical framework and results also encompass widely applied single-probe three-state atomic magnetometers for which no analytical solution, even approximated, is available to date in small detuning regions."
270.0,2018.0,9,69,2,Holographic entanglement thermodynamics for higher dimensional charged black hole,arXiv:1810.08037,"In this paper, we have investigated the entanglement thermodynamics for $d$-dimensional charged $AdS$ black hole by studying the holographic entanglement entropy in different cases. We have first computed the holographic entanglement entropy in extremal and non-extremal cases in two different regimes, namely, the low temperature and high temperature limits. We then obtain the first law of entanglement thermodynamics for boundary field theory in the low temperature regime in $d$-dimensions."
301.0,2018.0,8,60,2,Multifractional spacetimes from the Standard Model to cosmology,arXiv:1709.07844,"We review recent theoretical progress and observational constraints on multifractional spacetimes, geometries that change with the probed scale. On the theoretical side, the basic structure of the Standard Model and of the gravitational action is discussed. On the experimental side, we recall the bounds on the scales of the geometry coming from particle physics, astrophysics, and the cosmic microwave background."
1741.0,2022.0,11,78,5,Some cosmological features of 4D Gauss-Bonnet gravity with varying cosmological constant,arXiv:2205.01096,"We explore some cosmological features of the newly suggested 4D Gauss-Bonnet gravity through two different models assuming a varying cosmological constant. Observational constraints, such as the cosmic transit and the flat curvature, have been considered in constructing the models. The cosmology in the current work has been probed using a given scale factor derived from the desired cosmic behavior which is the inverse of the usual viewpoint. The stability and cosmography have been studied for the two models."
492.0,2019.0,7,75,12,Uphill migration in coupled driven particle systems,arXiv:1904.04325,"In particle systems subject to a nonuniform drive, particle migration is observed from the driven to the non--driven region and vice--versa, depending on details of the hopping dynamics, leading to apparent violations of Fick's law and of steady--state thermodynamics. We propose and discuss a very basic model in the framework of independent random walkers on a pair of rings, one of which features biased hopping rates, in which this phenomenon is observed and fully explained."
295.0,2018.0,6,77,5,Deformed general relativity and scalar-tensor models,arXiv:1806.06791,"We calculate the most general action for a scalar-tensor model up to quadratic order in derivatives with deformed general covariance and non-minimal coupling. We demonstrate how different choices of the free functions recover specific well known scalar-tensor models. We look at the cosmological dynamics and find the general conditions for either inflation or a big bounce. Using this we present a novel non-minimally coupled scalar model which produces a bounce, and describe how to find similar models."
574.0,2019.0,5,78,7,Nanostructured clathrates and clathrate-based nanocomposites,arXiv:1907.12469,"Intermetallic clathrates are candidate materials for thermoelectric applications above room temperature. Here we explore whether their intrinsically low lattice thermal conductivities can be further reduced by nanostructuring and whether this can further enhance their thermoelectric performance.}{As bulk nanostructuring routes we studied melt spinning and ball milling. To optimize the compaction process and/or stabilize the nanostructure we varied the process parameters, used additives, and studied clathrate-based composites. Initial results on clathate nanowires as simpler model nanostructures are also presented."
1263.0,2021.0,9,81,0,Work Generation from Thermal Noise by Quantum Phase-Sensitive Observation,arXiv:2106.09653,"We put forward the concept of work extraction from thermal noise by phase-sensitive (homodyne) measurements of the noisy input followed by (outcome-dependent) unitary manipulations of the post-measured state. For optimized measurements, noise input with more than one quantum on average is shown to yield heat-to-work conversion with efficiency and power that grow with the mean number of input quanta, detector efficiency and its inverse temperature. This protocol is shown to be advantageous compared to common models of information and heat engines."
1228.0,2021.0,10,85,5,Formation of Bound States of scalar fields in AdS-asymptotic Wormholes,arXiv:2011.08770,"We use the Wentzel-Kramers-Brillouin (WKB) approximation to study the formation and propagation of bound states in the vicinity of a wormhole in the non-minimal derivative coupling theory of gravity. The wormhole throat connects two Anti-de Sitter spacetimes. We show that when the scalar field lies in high orbital states, the corresponding potential has potential barriers that block the passage of a classical field. We investigate the behaviour of the bound states trapped in the potential wells and provide the flow between the two AdS regions."
360.0,2018.0,8,50,3,S-wave heavy quarkonium spectrum with next-to-next-to-next-to-leading logarithmic accuracy,arXiv:1810.11031,"We obtain the Potential NRQCD Lagrangian relevant for S-wave states with next-next-to-next-to-leading logarithmic (NNNLL) accuracy. We compute the heavy quarkonium mass of spin-averaged $l= 0$ (angular momentum) states, with otherwise arbitrary quantum numbers, with NNNLL accuracy. These results are complete up to a missing contribution of the two-loop soft running."
903.0,2020.0,5,85,2,Second moment fuzzy-field-theory-like matrix models,arXiv:2002.02317,We solve a multitrace matrix model approximating the real quartic scalar field theory on the fuzzy sphere and obtain its phase diagram. We generalize this method to models with modified kinetic terms and demonstrate its use by investigating models related to the removal of the UV/IR mixing. We show that for the fuzzy sphere a modification of the kinetic part of the action by higher derivative term can change the phase diagram of the theory such that the triple point moves further from the origin.
1796.0,2022.0,6,54,3,Spacelike thermal correlators are almost time-independent,arXiv:2209.02641,"We show that, in relativistic field theories, the thermal correlation function of N bosonic operators <O_1(x_1,t_1) O_2(x_2,t_2) .. O_N(x_N,t_N)> at sufficiently spacelike-separated points shows exponentially weak dependence on the time variables t_1,...,t_N, when the space separations are held fixed. For classical thermal field theory, the time dependence vanishes when all points are spacelike separated"
1354.0,2021.0,8,95,0,Perspective on witnessing entanglement in hybrid quantum systems,arXiv:2107.05208,"Hybrid quantum systems aim at combining the advantages of different physical systems and to produce novel quantum devices. In particular, the hybrid combination of superconducting circuits and spins in solid-state crystals is a versatile platform to explore many quantum electrodynamics problems. Recently, the remote coupling of nitrogen-vacancy center spins in diamond via a superconducting bus was demonstrated. However, a rigorous experimental test of the quantum nature of this hybrid system and in particular entanglement is still missing. We review the theoretical ideas to generate and detect entanglement, and present our own scheme to achieve this."
56.0,2018.0,7,72,3,Light scalar mesons and two-kaon correlation functions,arXiv:1711.08777,It is shown that the recent data on the $K^0_S K^+$ correlation in Pb-Pb interactions agree with the data on the $γγ\toηπ^0$ and $φ\toηπ^0γ$ reactions and support the four-quark model of the $a_0(980)$ meson. It is shown that the data does not contradict the validity of the Gaussian assumption. The study of two-kaon correlations could provide more information about light scalar mesons after increasing the accuracy of the experimental and theoretical descriptions.
156.0,2018.0,5,90,4,Noise insights into electronic transport,arXiv:1806.02200,"Typical experimental measurement is set up as a study of the system's response to a stationary external excitation. This approach considers any random fluctuation of the signal as spurious contribution which is to be eliminated via time-averaging or, equivalently, bandwidth reduction. Beyond that lies a conceptually different paradigm -- the measurement of the system's spontaneous fluctuations. The goal of this overview article is to demonstrate how current noise measurements bring insight into hidden features of electronic transport in various mesoscopic conductors, ranging from 2D topological insulators to individual carbon nanotubes."
1065.0,2020.0,5,97,0,Quantum Algorithms for String Processing,arXiv:2012.00372,"In the paper, we investigate two problems on strings. The first one is the String matching problem, and the second one is the String comparing problem. We provide a quantum algorithm for the String matching problem that uses exponentially less quantum memory than existing ones. The algorithm uses the hashing technique for string matching, quantum parallelism, and ideas of Grover's search algorithm. Using the same ideas, we provide two algorithms for the String comparing problem. These algorithms also use exponentially less quantum memory than existing ones. Additionally, the second algorithm works exponentially faster than the existing one."
466.0,2019.0,3,77,2,Thermal Conformal Blocks,arXiv:1802.10537,"We study conformal blocks for thermal one-point-functions on the sphere in conformal field theories of general dimension. These thermal conformal blocks satisfy second order Casimir differential equations and have integral representations related to AdS Witten diagrams. We give an analytic formula for the scalar conformal block in terms of generalized hypergeometric functions. As an application, we deduce an asymptotic formula for the three-point coeffcients of primary operators in the limit where two of the operators are heavy."
800.0,2020.0,5,64,3,Electromagnetic and weak probes: theory,arXiv:2001.11232,"An overview of the latest theoretical developments and results on electromagnetic and weak probes in relativistic heavy-ion collisions is presented. The possibilities to use electromagnetic probes, i.e., photons and dileptons, as a spectrometer, thermometer, chronometer, polarimeter, barometer, and multimeter of the collision system, as well as to explore the QCD phase diagram and to locate phase transitions such as the critical endpoint, are discussed."
1046.0,2020.0,11,51,0,Darboux partners of Heun-class potentials for the two-dimensional massless Dirac equation,arXiv:2011.06936,"We apply the Darboux transformation to construct new exactly-solvable cases of the two-dimensional massless Dirac equation for potential classes of Lambert-W and inverse exponential type. Both of these classes originate from the Heun equation. Conditions are devised for transformed potentials to be real-valued, and to be in terms of elementary functions."
88.0,2018.0,8,70,3,"LSZ-reduction, resonances and non-diagonal propagators: fermions and scalars",arXiv:1710.07165,"We analyze in details the effects associated with mixing of fermionic fields. In a system with an arbitrary number of Majorana or Dirac particles, a simple proof of factorizability of residues of non-diagonal propagators at the complex poles is given, together with a prescription for finding the ""square-rooted"" residues to all orders of perturbation theory, in an arbitrary renormalization scheme. Corresponding prescription for the scalar case is provided as well."
5.0,2018.0,6,46,2,Uniqueness of higher-dimensional phantom field wormholes,arXiv:1801.01987,"Based on the rigid positive energy theorem we proved the uniqueness of static spherically symmetric traversable wormholes with two asymptotically flat ends, being the higher-dimensional solutions of Einstein scalar phantom field. The proof is valid under the auxiliary condition imposed on wormhole mass and scalar charge."
973.0,2020.0,8,87,0,Towards practical security of continuous-variable quantum key distribution,arXiv:1911.04799,"Rigorous mathematical proofs of the security of continuous-variable quantum key distribution (CV QKD) have been obtained recently. Unfortunately, these security proofs rely on assumptions that are hardly met in experimental practice. Here I investigate these issues in detail, and discuss experimentally-friendly workarounds to assess the security of CV QKD. The aim of this paper is to show that there are hidden and unsolved issues and to indicate possible partial solutions. To provide a complete and rigorous mathematical security proof is out of the scope of this contribution."
1397.0,2021.0,4,90,4,Time-reversal symmetric topological metal,arXiv:2111.00150,"Topological metals possess gapless band structures accompanied with nontrivial edge states. Topological metals are created from the topological insulators by adjusting the magnetic flux. Here we propose the time-reversal symmetry protected topological metal without employing the magnetic flux. Topological metallic phase presents although the Chern number vanishes. In the topologically nontrivial phase, three different cases in the metallic phase are distinguished from the band-touching and in-gap features of the topological edge states. These findings shed light on the time-reversal symmetric topological metals and greatly simplify the realization of topological metals."
799.0,2020.0,13,65,5,Non-linear Schrödinger-type formulation of scalar field cosmology: two barotropic fluids and exact solutions,arXiv:1908.11265,Time-independent non-linear Schrödinger-type (NLS) formulation of FRW cosmology with canonical scalar field are considered in case of two barotropic fluids. We derived Friedmann formulation variables in terms of NLS variables. Seven exact solutions found by D'Ambroise \cite{DAmbroise:2010dgl} and one new found solution are explored and tested in cosmology. The result suggests that time-independent NLS formulation of cosmology case should be upgraded to the time-dependent case.
897.0,2020.0,3,87,5,Event Horizon Wrinklification,arXiv:2006.09385,"The possible existence of stable black holes with entropies larger than the corresponding Schwarzschild black hole has been discussed extensively. The recently proposed ""rough"" black holes provide a concrete example of this. The fear is that, in accordance with the Second Law of thermodynamics, the familiar smooth-skinned black holes might spontaneously ""wrinklify"" into such an object. We show that this fear is to some extent justified, in the sense that AdS black holes with more entropy than the AdS-Schwarzschild black hole of the same mass do exist."
238.0,2018.0,9,50,2,A comment on effective field theories of flux vacua,arXiv:1808.08971,"We discuss some basic aspects of effective field theory applied to supergravity theories which arise in the low-energy limit of string theory. Our discussion is particularly relevant to the effective field theories of no-scale supergravities that break supersymmetry, including those that appear in constructing de Sitter solutions of string theory."
314.0,2018.0,10,41,2,Integer-Squared Laws for Global Vortices in the Born--Infeld Wave Equations,arXiv:1805.02315,A series of quantization identities are established for static vortex solutions governed by the Born--Infeld type actions. These identities are of a universal nature which are indifferent to the details of the models and provide refined descriptions of divergent energetic quantities.
233.0,2018.0,3,56,2,BPS Cho-Maison monopole,arXiv:1711.04842,"We present exact solutions to Cho-Maison magnetic monopole in a family of effective electroweak models that have a Bogomol'nyi-Prasad-Sommerfield (BPS) limit. We find that the lower bound to the mass of the magnetic monopole is $M \geq 2πv/ g \approx 2.37\,\,\mathrm{TeV}$. We argue that this bound holds universally, not just in theories with a BPS limit."
371.0,2019.0,10,89,2,On Wilson loops for two touching circles with opposite orientation,arXiv:1811.00799,"We study the Wilson loops for contours formed by a consecutive passage of two touching circles with a common tangent, but opposite orientation. The calculations are performed in lowest nontrivial order for ${\cal N}=4$ SYM at weak and strong coupling and for QCD at weak coupling. After subtracting the standard linear divergence proportional to the length, as well the recently analysed spike divergence, we get for the renormalised Wilson loops $\mbox{log}~W_{\mbox{\scriptsize ren}}=0$. The result holds for circles with different radii and arbitrary angle between the discs spanned by them."
1536.0,2022.0,11,87,4,Assessing bound states in a one-dimensional topological superconductor: Majorana versus Tamm,arXiv:2203.09377,"Majorana bound states in topological superconductors have attracted intense research activity in view of applications in topological quantum computation. However, they are not the only example of topological bound states that can occur in such systems. We here study a model in which both Majorana and Tamm bound states compete. We show both numerically and analytically that, surprisingly, the Tamm state remains partially localized even when the spectrum becomes gapless. Despite this fact, we demonstrate that the Majorana polarization shows a clear transition between the two regimes."
121.0,2018.0,6,94,5,Constant-roll tachyon inflation and observational constraints,arXiv:1801.09208,"For the constant-roll tachyon inflation, we derive the analytical expressions for the scalar and tensor power spectra, the scalar and tensor spectral tilts and the tensor to scalar ratio up to the first order by using the method of Bessel function approximation. The derived $n_s-r$ results for the constant-roll inflation are also compared with the observations, we find that only one constant-roll inflation is consistent with the observations and observations constrain the constant-roll inflation to be slow-roll inflation. The tachyon potential is also reconstructed for the constant-roll inflation which is consistent with the observations."
1153.0,2021.0,7,84,2,Non-unitarity of Minkowskian non-local quantum field theories,arXiv:2103.00353,"We show that Minkowskian non-local quantum field theories are not unitary. We consider a simple one loop diagram for a scalar non-local field and show that the imaginary part of the corresponding complex amplitude is not given by Cutkosky rules, indeed this diagram violates the unitarity condition. We compare this result with the case of an Euclidean non-local scalar field, that has been shown to satisfy the Cutkosky rules, and we clearly identify the reason of the breaking of unitarity of the Minkowskian theory."
682.0,2019.0,6,78,3,New solutions of viscous relativistic hydrodynamics,arXiv:1910.04660,"Relativistic hydrodynamics represents a powerful tool to investigate the time evolution of the strongly interacting quark gluon plasma created in ultrarelativistic heavy ion collisions. The equations are solved often numerically, and numerous analytic solutions also exist. However, the inclusion of viscous effects in exact, analytic solutions has received less attention. Here we utilize Hubble flow to investigate the role of bulk viscosity, and present different classes of exact, analytic solutions valid also in the presence of dissipative effects."
1595.0,2022.0,5,50,3,Search for the tensor glueball,arXiv:2205.07239,"The tensor glueball is searched for in BESIII data on radiative $J/ψ$ decays into $π^0π^0$ and $K_sK_s$. The $ππ$ invariant mass distribution exhibits an enhancement that can be described by a pole at $(2210\pm 60) -i(180\pm 60)$\,MeV. We speculate if the tensor glueball could be distributed among high-mass tensor mesons."
1505.0,2022.0,9,30,5,Hyperbolic space in the Newtonian limit: the cosmological constant,arXiv:2202.03230,"The cosmological constant and the Boltzmann entropy of a Newtonian Universe filled with a perfect fluid are computed, under the assumption that spatial sections are copies of 3-dimensional hyperbolic space."
966.0,2020.0,6,82,0,Deterministic Generation of Large Fock States,arXiv:2008.10787,"We present a protocol to deterministically prepare the electromagnetic field in a large photon number state. The field starts in a coherent state and, through resonant interaction with one or few two-level systems, it evolves into a coherently displaced Fock state, without any post-selection. We show the feasibility of the scheme under realistic parameters. The presented method opens a door to reach Fock states with $n\sim100$ and optimal fidelities above $70$%, blurring the line between macroscopic and quantum states of the field."
1711.0,2022.0,9,74,2,Noncommutative gauge and gravity theories and geometric Seiberg-Witten map,arXiv:2209.03774,"We give a pedagogical account of noncommutative gauge and gravity theories, where the exterior product between forms is deformed into a $\star$-product via an abelian twist (e.g. the Groenewold-Moyal twist). The Seiberg-Witten map between commutative and noncommutative gauge theories is introduced. It allows to express the action of noncommutative Einstein gravity coupled to spinor fields in terms of the usual commutative action with commutative fields plus extra interaction terms dependent on the noncommutativity parameter."
572.0,2019.0,9,78,0,Quantum Stochastic Processes and the Modelling of Quantum Noise,arXiv:1907.11901,This brief article gives an overview of quantum mechanics as a {\em quantum probability theory}. It begins with a review of the basic operator-algebraic elements that connect probability theory with quantum probability theory. Then quantum stochastic processes is formulated as a generalization of stochastic processes within the framework of quantum probability theory. Quantum Markov models from quantum optics are used to explicitly illustrate the underlying abstract concepts and their connections to the quantum regression theorem from quantum optics.
1675.0,2022.0,10,66,2,One-loop Schwinger effect in the presence of Lorentz-violating background fields,arXiv:2112.11967,"In this work we make use of proper-time method to evaluate Schwinger effect in the presence of Lorentz-violating background fields. Specifically, we evaluate the one-loop effective Lagrangian in the presence of Lorentz-violating time-like vector background $b_μ$ and pseud-scalar $m_5$ for the pure electric case. The imaginary part of the effective Lagrangian is computed in order to calculate the Schwinger effect. Comments on phenomenology are also performed."
1491.0,2022.0,9,82,4,Unique Signatures of Topological Phases in Two-Dimensional THz Spectroscopy,arXiv:2202.00030,"We develop a microscopic theory for the two-dimensional spectroscopy of one-dimensional topological superconductors. We consider a ring geometry as a realization of the Kitaev chain with periodic boundary conditions. We show numerically and analytically that the cross-peak structure of the 2D spectra carries unique signatures of the topological phases of the chain. Our work reveals how 2D spectroscopy can identify topological phases in bulk properties, bypassing energy-specific differences caused by topologically protected or trivial boundary modes that are otherwise hard to distinguish."
23.0,2018.0,6,88,0,Mutual Unbiasedness in Coarse-grained Continuous Variables,arXiv:1709.00137,"The notion of mutual unbiasedness for coarse-grained measurements of quantum continuous variable systems is considered. It is shown that while the procedure of ""standard"" coarse graining breaks the mutual unbiasedness between conjugate variables, this desired feature can be theoretically established and experimentally observed in periodic coarse graining. We illustrate our results in an optics experiment implementing Fraunhofer diffraction through a periodic diffraction grating, finding excellent agreement with the derived theory. Our results are an important step in developing a formal connection between discrete and continuous variable quantum mechanics."
1440.0,2021.0,6,71,5,What a difference a quadrupole makes?,arXiv:2009.12839,"We consider some implications of the departure from spherical symmetry for static solutions of the vacuum Einstein's equations describing black hole mimickers. In particular, we investigate how the presence of mass quadrupole moment affects the collision energy of test particles. We show that collision processes in the vicinity of such exotic compact sources with non vanishing mass quadrupole moment may be significantly different from those in the vicinity of black holes."
737.0,2020.0,7,73,7,Electrical conductivity of vanadium dioxide switching channel,arXiv:2001.03053,The electrical conductivity of the switching channel of vanadium dioxide thin-film sandwich structures is studied over a wide temperature range (15-300 K). It is shown that the electrical resistance of the channel varies with temperature as R~exp(aT-b/T) in the high-temperature region (above 70 K). The experimental results are discussed from the viewpoint of the small polaron hopping conduction theory which takes into account the influence of thermal lattice vibrations onto the resonance integral.
546.0,2019.0,8,68,10,Gravitational wave standard sirens and cosmological parameter measurement,arXiv:1905.11122,"Gravitational wave standard sirens can be used to arbitrate the $H_0$ tension within the following several years. In the future, the observation of gravitational wave standard sirens would be developed into a powerful new cosmological probe because they can play an important role in breaking parameter degeneracies formed by other observations. Therefore, gravitational wave standard sirens are of great importance for the future accurate measurement of cosmological parameters."
647.0,2019.0,4,64,5,More on gravitational memory,arXiv:1812.07168,Two novel results for the gravitational memory effect are presented in this paper. We first extend the formula for the memory effect to solutions with arbitrary two surface boundary topology. The memory effect for the Robinson-Trautman solution is obtained in its standard form. Then we propose a new observational effect for the spin memory. It is a time delay of time-like free falling observers.
426.0,2019.0,11,79,0,Thermal rectification and heat amplification in a nonequilibrium V-type three-level system,arXiv:1806.04794,"Thermal rectification and heat amplification are investigated in a nonequilibrium V-type three-level system with quantum interference. By applying the Redfield master equation combined with full counting statistics, we analyze the steady state heat transport. The noise-induced interference is found to be able to rectify the heat current, which paves a new way to design quantum thermal rectifier. Within the three-reservoir setup, the heat amplification is clearly identified far-from equilibrium, which is in absence of the negative differential thermal conductance."
771.0,2020.0,9,87,12,Full counting statistics in the gapped XXZ spin chain,arXiv:2002.04367,"We exploit the knowledge of the entanglement spectrum in the ground state of the gapped XXZ spin chain to derive asymptotic exact results for the full counting statistics of the transverse magnetisation in a spin block of length. We found that for a subsystem of even length the full counting statistics is Gaussian, while for odd subsystems it is the sum of two Gaussian distributions. We test our analytic predictions with accurate tensor networks simulations. As a byproduct, we also obtain the symmetry (magnetisation) resolved entanglement entropies."
610.0,2019.0,9,86,12,Sublogarithmic behaviour of the entanglement entropy in fermionic chains,arXiv:1902.07540,"In this paper, we discuss the possibility of unexplored behaviours for the entanglement entropy in extended quantum systems. Namely, we study the Rényi entanglement entropy for the ground state of long-range Kitaev chains with slow decaying couplings. We obtain that, under some circumstances, the entropy grows sublogarithmically with the length of the subsystem. Our result is based on the asymptotic behaviour of a new class of Toeplitz determinants whose symbol does not lie within the application domain of the Strong Szegő Theorem or the Fisher-Hartwig conjecture."
631.0,2019.0,7,86,0,Photon--Matter Quantum Correlations in Spontaneous Raman Scattering,arXiv:1909.11205,"We develop a Hamiltonian formalism to study energy and position/momentum correlations between a single Stokes photon and a single material excitation that are created as a pair in the spontaneous Raman scattering process. Our approach allows for intuitive separation of the effects of spectral linewidth, chromatic dispersion, and collection angle on these correlations, and we compare the predictions of the model to experiment. These results have important implications for the use of Raman scattering in quantum protocols that rely on spectrally unentangled photons and collective excitations."
1066.0,2020.0,9,76,2,Line and surface defects for the free scalar field,arXiv:2005.02413,"For a single free scalar field in $d \geq 2$ dimensions, almost all the unitary conformal defects must be `trivial' in the sense that they cannot hold interesting dynamics. The only possible exceptions are monodromy defects in $d \geq 4$ and co-dimension three defects in $d \geq 5$. As an intermediate result we show that the $n$-point correlation functions of a conformal theory with a generalized free spectrum must be those of the generalized free theory."
1754.0,2022.0,8,70,3,Archetypal Factorization and Gluon Poles in semi-exclusive reactions,arXiv:2202.09218,"Within the archetypal factorization procedure, we study the gluon pole contributions manifesting in the nucleon-lepton hard processes of hadron production. We prove the dominant role of gluon pole contributions in the processes of such kind. We analyse the different sources of complexity associated with the gluon pole functions. As a practical application, we derive a new single spin asymmetry related directly to the gluon poles which can be studied experimentally."
