age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
50.0, Private,140741.0, 11th,7.0, Never-married, Machine-op-inspct, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
43.0, State-gov,52849.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,420040.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,122272.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
42.0, State-gov,404573.0, Prof-school,15.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
24.0, Private,267706.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Female,0.0,0.0,45.0, United-States, <=50K
53.0, Private,289620.0, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, ?, >50K
52.0, Private,146711.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
26.0, Private,297991.0, Bachelors,13.0, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0.0,1977.0,75.0, Cambodia, >50K
38.0, Private,86551.0, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,48.0, United-States, >50K
53.0, Federal-gov,164195.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,4386.0,0.0,40.0, United-States, >50K
51.0, Private,103995.0, Doctorate,16.0, Widowed, Prof-specialty, Not-in-family, White, Female,10520.0,0.0,60.0, United-States, >50K
76.0, ?,28221.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, Canada, >50K
56.0, Private,170066.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Private,137815.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0,0.0,40.0, United-States, >50K
24.0, ?,41356.0, Some-college,10.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,312667.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
20.0, ?,243981.0, HS-grad,9.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
50.0, Private,34832.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,15024.0,0.0,40.0, United-States, >50K
45.0, Local-gov,348172.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,7298.0,0.0,40.0, United-States, >50K
24.0, Private,179627.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,56072.0, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
18.0, Private,150817.0, 11th,7.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
43.0, Self-emp-inc,170785.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
19.0, Private,168294.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Self-emp-not-inc,74991.0, HS-grad,9.0, Widowed, Farming-fishing, Unmarried, White, Male,0.0,0.0,60.0, United-States, <=50K
49.0, Private,48120.0, HS-grad,9.0, Never-married, Transport-moving, Unmarried, Black, Female,1506.0,0.0,40.0, United-States, <=50K
38.0, Private,196123.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
66.0, ?,143417.0, Assoc-voc,11.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
37.0, Private,186191.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,46.0, United-States, <=50K
24.0, Private,83783.0, Bachelors,13.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
19.0, Private,187724.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,25.0, United-States, <=50K
37.0, Local-gov,126569.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,280966.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,203258.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K
56.0, Self-emp-inc,321529.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States, >50K
47.0, Private,162187.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
61.0, Private,160942.0, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,3103.0,0.0,50.0, United-States, <=50K
21.0, Private,294295.0, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,138768.0, Assoc-acdm,12.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K
44.0, Private,54310.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,40.0, United-States, >50K
31.0, Private,162572.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,16.0, United-States, <=50K
40.0, Self-emp-not-inc,33310.0, Prof-school,15.0, Divorced, Other-service, Not-in-family, White, Female,0.0,2339.0,35.0, United-States, <=50K
44.0, State-gov,55395.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,207301.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,37.0, United-States, <=50K
48.0, Private,192161.0, Bachelors,13.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,43.0, United-States, <=50K
17.0, Private,142964.0, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K
40.0, Self-emp-not-inc,145441.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,30.0, United-States, <=50K
20.0, Private,174685.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,128346.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
50.0, Local-gov,237868.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Private,213095.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
61.0, ?,113544.0, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
62.0, Private,174711.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,32.0, United-States, <=50K
22.0, Private,228724.0, Assoc-voc,11.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
65.0, Private,149131.0, 11th,7.0, Divorced, Machine-op-inspct, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
57.0, Self-emp-not-inc,98466.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,16.0, United-States, <=50K
67.0, Self-emp-not-inc,179285.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K
20.0, Private,124751.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,24.0, United-States, <=50K
32.0, Private,117779.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
25.0, Private,570821.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, ?,174871.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,23.0, United-States, <=50K
50.0, Private,98954.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
25.0, Private,117833.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,1876.0,40.0, United-States, <=50K
57.0, Private,191873.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,396745.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2415.0,48.0, United-States, >50K
43.0, Private,215624.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Vietnam, <=50K
29.0, Private,112754.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Federal-gov,194141.0, Assoc-voc,11.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
79.0, ?,76641.0, Masters,14.0, Married-civ-spouse, ?, Husband, White, Male,20051.0,0.0,40.0, Poland, >50K
44.0, Local-gov,113597.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Local-gov,188808.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
42.0, Private,97688.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,47.0, United-States, <=50K
37.0, Private,167396.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Guatemala, <=50K
60.0, Self-emp-not-inc,269485.0, Preschool,1.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, Mexico, <=50K
44.0, Private,118536.0, 9th,5.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
57.0, Self-emp-not-inc,118806.0, 1st-4th,2.0, Widowed, Craft-repair, Other-relative, White, Female,0.0,1602.0,45.0, Columbia, <=50K
26.0, ?,176077.0, Some-college,10.0, Never-married, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
45.0, Local-gov,265477.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, France, >50K
24.0, Private,108670.0, Assoc-voc,11.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,32.0, United-States, <=50K
32.0, Private,242150.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,38.0, United-States, <=50K
37.0, Private,95654.0, 10th,6.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,35.0, United-States, <=50K
31.0, Private,207201.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
49.0, Self-emp-not-inc,126268.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
39.0, Local-gov,282461.0, Assoc-voc,11.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
29.0, Private,124953.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K
53.0, State-gov,53197.0, Doctorate,16.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
36.0, Private,30509.0, Some-college,10.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,45.0, United-States, <=50K
41.0, Private,80666.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
45.0, Self-emp-inc,36228.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,4386.0,0.0,35.0, United-States, >50K
44.0, Private,83508.0, Prof-school,15.0, Divorced, Prof-specialty, Not-in-family, White, Female,2354.0,0.0,99.0, United-States, <=50K
24.0, Private,204935.0, Masters,14.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,56.0, United-States, <=50K
41.0, State-gov,187322.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
57.0, Private,167483.0, Assoc-voc,11.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K
36.0, Private,93225.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,163324.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,452924.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0.0,0.0,40.0, Mexico, <=50K
62.0, Federal-gov,125155.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,38.0, United-States, <=50K
61.0, Private,68268.0, 10th,6.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
31.0, Private,136398.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, Thailand, >50K
21.0, State-gov,24008.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,35.0, United-States, <=50K
51.0, Local-gov,156003.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,160120.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, United-States, >50K
54.0, Private,35459.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, State-gov,204361.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
18.0, ?,151866.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K
24.0, Private,111445.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,38.0, United-States, <=50K
37.0, Private,125550.0, HS-grad,9.0, Never-married, Tech-support, Not-in-family, White, Female,14084.0,0.0,35.0, United-States, >50K
58.0, Federal-gov,256466.0, Masters,14.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,7688.0,0.0,40.0, China, >50K
18.0, Private,267965.0, 11th,7.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,15.0, United-States, <=50K
35.0, Private,172845.0, Assoc-voc,11.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,30.0, United-States, <=50K
25.0, Private,262778.0, Masters,14.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,37.0, United-States, <=50K
23.0, Federal-gov,361278.0, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
60.0, ?,141580.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
66.0, Private,180211.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,30.0, Philippines, <=50K
34.0, Self-emp-not-inc,180607.0, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,45.0, United-States, <=50K
22.0, Private,235853.0, 9th,5.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
66.0, ?,106791.0, HS-grad,9.0, Widowed, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Federal-gov,141029.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
54.0, Private,172281.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,2051.0,50.0, United-States, <=50K
66.0, Private,171824.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,15.0, United-States, <=50K
37.0, Local-gov,177277.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
26.0, Private,245465.0, Assoc-acdm,12.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K
20.0, Private,332689.0, 5th-6th,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
38.0, Self-emp-not-inc,103474.0, Bachelors,13.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
38.0, Private,177305.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
35.0, Private,106471.0, Bachelors,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
32.0, Private,87643.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, State-gov,340605.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,12.0, United-States, <=50K
51.0, Private,153064.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,5013.0,0.0,40.0, United-States, <=50K
18.0, Private,177722.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
47.0, Self-emp-not-inc,184682.0, HS-grad,9.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,35.0, United-States, <=50K
42.0, Private,202872.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,36.0, United-States, >50K
22.0, Private,125542.0, 11th,7.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, ?,339682.0, 5th-6th,3.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
28.0, Private,107411.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K
67.0, Self-emp-inc,411007.0, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Female,15831.0,0.0,40.0, United-States, >50K
28.0, Private,119793.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,60.0, United-States, <=50K
54.0, Private,86837.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,1902.0,40.0, United-States, >50K
72.0, Private,128793.0, 5th-6th,3.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,36.0, United-States, <=50K
21.0, Private,305874.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,54.0, United-States, <=50K
51.0, Private,240988.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines, <=50K
45.0, ?,144354.0, 9th,5.0, Separated, ?, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,134679.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
57.0, State-gov,68830.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
33.0, Private,155781.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
18.0, ?,216508.0, 12th,8.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,25.0, United-States, <=50K
48.0, Private,199058.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
21.0, ?,162160.0, Some-college,10.0, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, Taiwan, <=50K
28.0, Private,301010.0, 11th,7.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Self-emp-not-inc,349148.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
50.0, Federal-gov,65160.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,227466.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K
41.0, Private,187821.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2885.0,0.0,40.0, United-States, <=50K
22.0, Private,113760.0, 11th,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K
22.0, Private,53702.0, 10th,6.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,416577.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,45.0, United-States, <=50K
50.0, Self-emp-not-inc,192654.0, 10th,6.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,25.0, United-States, <=50K
25.0, Private,344804.0, 5th-6th,3.0, Married-spouse-absent, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,40.0, Mexico, <=50K
41.0, Private,405172.0, Assoc-acdm,12.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, ?, >50K
35.0, Private,195253.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
47.0, Private,94342.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,16.0, United-States, <=50K
42.0, Private,184823.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,281401.0, 5th-6th,3.0, Divorced, Sales, Other-relative, White, Female,0.0,0.0,32.0, Mexico, <=50K
74.0, Private,194312.0, 9th,5.0, Widowed, Craft-repair, Not-in-family, White, Male,0.0,0.0,10.0, ?, <=50K
46.0, Private,175262.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, India, <=50K
22.0, Private,234474.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,25.0, United-States, <=50K
51.0, Private,128272.0, 9th,5.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
24.0, Private,219140.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,302239.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,119359.0, Prof-school,15.0, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,15024.0,0.0,40.0, South, >50K
46.0, Private,117059.0, Assoc-voc,11.0, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,60.0, United-States, <=50K
63.0, Federal-gov,160473.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,193285.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,180060.0, Bachelors,13.0, Never-married, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,114639.0, Some-college,10.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,20.0, United-States, <=50K
66.0, ?,213149.0, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,1825.0,40.0, United-States, >50K
46.0, Private,184632.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
40.0, Private,367533.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,34278.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
20.0, ?,38455.0, HS-grad,9.0, Never-married, ?, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
65.0, Local-gov,32846.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,2964.0,0.0,35.0, United-States, <=50K
57.0, Self-emp-not-inc,75785.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,70.0, United-States, <=50K
61.0, Private,355645.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,173806.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,4865.0,0.0,60.0, United-States, <=50K
23.0, Private,48343.0, HS-grad,9.0, Never-married, Sales, Not-in-family, Black, Female,0.0,0.0,27.0, ?, <=50K
52.0, Private,99307.0, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,3103.0,0.0,48.0, United-States, >50K
33.0, Private,54318.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
50.0, Private,154153.0, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
39.0, Private,297449.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
19.0, Private,194608.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
26.0, Private,67257.0, Bachelors,13.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,55.0, United-States, <=50K
46.0, Self-emp-not-inc,182541.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,1672.0,50.0, United-States, <=50K
24.0, Private,117210.0, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,36.0, United-States, <=50K
57.0, Private,125000.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
34.0, Local-gov,106169.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
28.0, Private,138283.0, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,72338.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines, >50K
40.0, Private,347890.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
43.0, Private,234220.0, HS-grad,9.0, Divorced, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, Cuba, <=50K
49.0, Private,250733.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,46.0, United-States, <=50K
25.0, Private,179953.0, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Female,2597.0,0.0,31.0, United-States, <=50K
