Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,Other,False,False
0.0,0.0,0.0,0.0,8.0,158.25,0.0,0.003571429,0.0,0.0,Nov,1,8,4,11,Returning_Visitor,True,False
2.0,16.6,1.0,18.466667,32.0,783.20856,0.0,0.005714286,0.0,0.0,Jul,2,4,2,5,New_Visitor,False,True
0.0,0.0,0.0,0.0,43.0,654.06665,0.0,0.02984496,0.0,0.0,Jul,2,2,7,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,966.35834,0.0,0.004081633,0.0,0.0,Nov,3,2,7,2,Returning_Visitor,False,False
4.0,275.1,1.0,16.6,229.0,6984.6113,0.017126437,0.021755245,0.78090584,0.0,Aug,3,2,8,13,Returning_Visitor,False,False
14.0,484.46158,2.0,14.0,33.0,898.4916,0.004269006,0.03466118,0.0,0.0,Sep,1,8,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,249.41,0.022222223,0.005128205,0.0,0.0,Nov,1,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.1,0.0,0.0,May,2,2,1,5,Returning_Visitor,True,False
1.0,5.0,0.0,0.0,13.0,271.0,0.0,0.003571429,0.0,0.0,Mar,1,1,2,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,5.0,691.0,0.0,0.08,0.0,0.6,May,2,2,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
1.0,49.0,0.0,0.0,4.0,2210.5,0.0,0.013333333,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False
2.0,17.0,0.0,0.0,32.0,2026.2,0.0,0.029411765,1.3325107,0.0,Oct,2,2,3,1,Returning_Visitor,False,False
10.0,212.76163,4.0,109.0,222.0,9049.534,0.008536232,0.018457454,10.66937,0.0,Nov,1,2,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,34.0,933.85,0.021875,0.03150568,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
1.0,139.5,0.0,0.0,100.0,1831.149,0.0,0.000505051,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,False
9.0,335.16666,5.0,219.0,107.0,6235.066,0.005309735,0.016223405,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,138.5,0.0,0.1,0.0,0.0,Nov,3,2,4,11,Returning_Visitor,True,False
7.0,74.083336,1.0,3.0,197.0,2915.5715,0.0,0.005025126,1.5734233,0.0,Nov,2,2,3,3,Returning_Visitor,True,False
2.0,37.0,0.0,0.0,3.0,17.0,0.0,0.05,0.0,0.0,Mar,3,2,1,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,23.0,1919.55,0.008695652,0.03188406,4.280302,0.0,Nov,2,2,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.03333333,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.05,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
3.0,53.0,5.0,9.5,218.0,8205.6875,0.02357037,0.03966392,1.1807367,0.0,Nov,1,1,3,3,Returning_Visitor,False,True
2.0,16.666666,0.0,0.0,22.0,343.36905,0.001298701,0.03992424,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,117.5,0.0,0.03333333,0.0,0.0,May,4,2,8,3,Returning_Visitor,True,False
1.0,27.5,0.0,0.0,37.0,1673.594,0.001851852,0.040162038,0.0,0.0,Nov,2,4,3,10,Returning_Visitor,True,False
3.0,30.75,0.0,0.0,17.0,473.16666,0.013333333,0.0225,0.0,0.0,Nov,1,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,579.0,0.0,0.03333333,0.0,0.0,Dec,1,1,7,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,15.0,428.0,0.0,0.014285714,89.13481,0.0,Nov,1,8,3,6,Returning_Visitor,True,True
1.0,23.0,0.0,0.0,27.0,1058.8939,0.0,0.010493827,1.8657777,0.0,Mar,2,2,3,13,Returning_Visitor,False,False
3.0,139.0,0.0,0.0,35.0,631.93335,0.005263158,0.015789473,0.0,0.0,Nov,1,2,1,2,New_Visitor,False,False
6.0,106.18,2.0,115.8,32.0,518.44336,0.001960784,0.014215686,0.0,0.0,Aug,3,2,6,4,Returning_Visitor,False,False
2.0,5.0,0.0,0.0,3.0,20.0,0.053333335,0.07833333,0.0,0.8,May,1,1,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,183.5,0.0,0.03333333,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
5.0,47.07143,0.0,0.0,58.0,1660.3547,0.003519062,0.018087558,12.599102,0.0,May,2,1,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,74.0,0.0,0.02,0.0,0.0,Mar,2,4,6,8,Returning_Visitor,False,False
6.0,30.7,3.0,45.0,38.0,1481.7833,0.012244898,0.029387755,0.0,0.0,Nov,2,2,4,10,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,11.0,831.93335,0.0,0.02037037,0.0,0.8,May,3,2,6,14,Returning_Visitor,False,False
9.0,424.0,0.0,0.0,6.0,45.0,0.0,0.02,0.0,0.0,May,3,5,1,5,New_Visitor,False,False
6.0,148.20833,2.0,139.5,98.0,3714.3528,0.005,0.013429932,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,1.0,17.75,65.0,6203.6904,0.007395833,0.027280668,0.0,0.0,Dec,2,1,1,2,Returning_Visitor,False,False
2.0,89.0,3.0,119.0,41.0,4270.1416,0.004444444,0.027160494,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
3.0,875.0,0.0,0.0,34.0,780.7917,0.0,0.015675675,0.0,0.0,Dec,4,2,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,478.0,0.0,0.011111111,0.0,0.0,Mar,3,2,2,3,Returning_Visitor,True,False
5.0,134.92857,2.0,41.0,31.0,2013.5952,0.0,0.014141414,8.482727,0.0,Mar,2,2,8,2,Returning_Visitor,False,True
8.0,375.12,0.0,0.0,13.0,288.71335,0.0,0.003588517,0.0,0.0,Sep,3,2,4,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,40.0,905.4856,0.0135,0.03747619,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False
9.0,181.275,2.0,65.0,120.0,3283.7153,0.004651163,0.024543026,2.4421535,0.0,Nov,1,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,364.54166,0.0,0.041666668,0.0,0.0,Dec,3,2,8,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,720.5,0.0,0.045454547,0.0,0.0,May,6,2,2,2,Returning_Visitor,False,False
3.0,47.4,0.0,0.0,21.0,961.52,0.030434784,0.05362319,0.0,0.0,Aug,3,2,4,4,Returning_Visitor,False,False
0.0,0.0,3.0,341.33334,59.0,2946.6,0.003278689,0.007962529,9.380377,0.0,May,1,1,6,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,12.0,676.25,0.0,0.025,0.0,0.0,Nov,2,4,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,59.2,0.0,0.05,0.0,0.0,Aug,2,4,9,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,38.0,624.5,0.005263158,0.021052632,0.0,0.0,Nov,4,1,9,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,34.0,311.5,0.0,0.011764706,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,665.4722,0.0,0.0145,0.0,0.8,Feb,3,2,7,4,Returning_Visitor,True,False
2.0,17.0,0.0,0.0,15.0,1349.0,0.0,0.005882353,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,262.5,0.0,0.02,0.0,0.0,May,2,2,5,2,Returning_Visitor,False,False
4.0,184.45833,1.0,8.166667,44.0,1398.3907,0.017391304,0.026402848,10.57362,0.0,Nov,1,2,3,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,13.0,374.9,0.0,0.04761905,16.725618,0.0,Aug,4,1,1,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,58.0,3200.3667,0.003448276,0.027586207,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
3.0,45.0,1.0,87.0,26.0,485.83334,0.008,0.016,0.0,0.0,May,1,1,1,2,Returning_Visitor,True,False
5.0,71.083336,0.0,0.0,24.0,1249.7084,0.0,0.005128205,52.284912,0.0,Dec,2,2,3,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.06666667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
5.0,175.1,0.0,0.0,26.0,615.5595,0.0,0.002083333,62.77367,0.0,Sep,1,1,1,3,New_Visitor,True,True
0.0,0.0,0.0,0.0,6.0,98.73333,0.0,0.03333333,0.0,0.0,Sep,3,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,301.5,0.0,0.11111111,0.0,0.0,Feb,2,4,9,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,38.0,1338.7786,0.011111111,0.024532828,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,True,False
4.0,94.23333,2.0,72.0,145.0,2935.2554,0.001360544,0.005708347,0.268093,0.0,Aug,2,2,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,559.25,0.036363635,0.042424243,0.0,0.0,Dec,2,2,1,10,Returning_Visitor,False,False
1.0,9.0,0.0,0.0,37.0,2368.111,0.030555556,0.053240743,4.7605486,0.0,Nov,1,1,8,1,Returning_Visitor,False,False
2.0,19.1,0.0,0.0,8.0,137.7,0.0,0.01,0.0,0.0,Aug,3,2,1,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,17.0,437.16666,0.011111111,0.03333333,0.0,0.0,Feb,2,4,1,3,Returning_Visitor,False,False
1.0,27.2,0.0,0.0,9.0,396.0,0.0,0.02,0.0,0.0,Nov,2,4,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,1364.0,0.0,0.1,0.0,0.0,May,3,2,4,4,Returning_Visitor,False,False
8.0,395.70834,4.0,182.8,46.0,1461.725,0.003773585,0.014375562,13.900109,0.0,Nov,1,1,3,3,Returning_Visitor,True,True
15.0,292.88,1.0,48.35,130.0,3645.909,0.001459854,0.008515815,10.413581,0.0,Nov,2,4,8,2,Returning_Visitor,False,False
4.0,136.0,0.0,0.0,31.0,1141.8334,0.0,0.006060606,10.634498,0.0,Mar,1,1,1,1,Returning_Visitor,False,True
4.0,19.8,0.0,0.0,2.0,10.0,0.0125,0.034166668,0.0,0.0,Sep,1,1,6,5,New_Visitor,True,True
0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.6,May,3,2,8,13,Returning_Visitor,False,False
3.0,62.142857,0.0,0.0,23.0,1046.9166,0.0,0.004347826,17.373913,0.0,May,2,2,7,1,Returning_Visitor,True,True
0.0,0.0,3.0,470.0,84.0,3882.026,0.004909561,0.02088789,10.212297,0.0,May,2,4,1,1,Returning_Visitor,False,False
2.0,79.6,3.0,332.08,34.0,1011.01666,0.018918918,0.043243244,5.1283584,0.0,Oct,2,2,7,1,Returning_Visitor,False,True
2.0,22.9,0.0,0.0,145.0,5962.7324,0.002857143,0.013265367,0.78027743,0.0,Nov,2,10,7,3,Returning_Visitor,True,True
4.0,171.5,0.0,0.0,75.0,2416.0605,0.007699443,0.036664765,0.0,0.0,Nov,2,2,2,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,73.0,2784.8,0.002739726,0.015317559,6.1359825,0.0,Nov,2,2,5,2,Returning_Visitor,True,False
3.0,22.277779,1.0,0.0,6.0,36.90278,0.0,0.086666666,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
2.0,21.0,0.0,0.0,27.0,694.0,0.007142857,0.014285714,0.0,0.8,May,2,2,1,2,Returning_Visitor,False,False
2.0,67.6,0.0,0.0,8.0,183.8,0.0,0.02,0.0,0.0,Oct,1,1,1,5,New_Visitor,False,False
3.0,281.0,0.0,0.0,6.0,145.0,0.0,0.025,0.0,0.0,Mar,3,2,8,8,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
4.0,364.33334,2.0,19.0,85.0,3642.066,0.007777778,0.029549858,5.052146,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,782.5,0.0,0.01,0.0,0.0,Dec,1,1,3,2,New_Visitor,False,False
3.0,86.333336,0.0,0.0,14.0,1256.3334,0.0,0.023076924,0.0,0.0,Nov,1,1,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,386.5,0.0,0.01,0.0,0.0,Nov,2,4,6,8,Returning_Visitor,False,False
0.0,0.0,2.0,157.5,35.0,5999.808,0.005405405,0.027207207,0.0,0.0,Dec,2,2,4,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,6.0,0.1,0.15,0.0,0.0,June,2,2,2,4,Returning_Visitor,False,False
1.0,43.5,0.0,0.0,6.0,183.875,0.0,0.014285714,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
4.0,149.95,0.0,0.0,1.0,57.4,0.0,0.04,0.0,0.0,Jul,1,8,1,5,Returning_Visitor,False,False
2.0,208.0,1.0,50.0,30.0,1461.6666,0.0,0.02125,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
2.0,131.0,2.0,9.0,14.0,237.75,0.0,0.022222223,0.0,0.0,Dec,2,10,4,2,New_Visitor,False,False
2.0,23.0,1.0,80.6,53.0,1693.73,0.034545455,0.05483916,0.0,0.0,Aug,2,2,1,1,Returning_Visitor,False,False
3.0,100.92,0.0,0.0,9.0,168.02,0.0,0.045454547,0.0,0.0,Oct,3,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,138.5,0.022222223,0.04761905,0.0,0.6,May,1,1,2,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.1,0.0,0.0,Mar,2,2,3,11,Returning_Visitor,True,False
5.0,106.32143,4.0,189.0,37.0,1306.0281,0.004263566,0.010939177,33.33358,0.0,May,2,4,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,111.0,3971.5154,0.009009009,0.024725635,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
10.0,549.0,5.0,608.45,213.0,9151.494,0.003111111,0.013391698,2.5684838,0.0,Oct,2,2,1,2,Returning_Visitor,False,True
6.0,661.76666,6.0,204.0,8.0,254.25,0.025,0.04222222,0.0,0.0,Aug,3,2,4,2,Returning_Visitor,True,False
0.0,0.0,2.0,82.0,134.0,4772.9194,0.00344942,0.01682332,5.667451,0.0,Nov,1,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,18.0,413.66666,0.0,0.047222223,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,588.5,0.051851854,0.08962963,0.0,0.0,Dec,3,2,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,261.5,0.0,0.00952381,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.0,686.5,0.016,0.032,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,26.0,2021.4,0.007692308,0.03076923,0.0,0.0,Jul,3,3,1,4,Returning_Visitor,False,False
2.0,67.0,0.0,0.0,8.0,533.3,0.0,0.016666668,0.0,0.0,Sep,3,2,9,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,9,Returning_Visitor,True,False
6.0,228.0,5.0,89.333336,18.0,513.4667,0.0,0.003461538,0.0,0.0,Mar,1,1,3,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,78.0,1781.697,0.003205128,0.015811967,0.0,0.0,Mar,2,2,8,3,Returning_Visitor,False,False
0.0,0.0,1.0,104.0,9.0,244.66667,0.05,0.096,0.0,1.0,May,3,2,3,4,Returning_Visitor,True,False
1.0,65.5,0.0,0.0,51.0,1544.8551,0.012244898,0.027755102,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,True,False
9.0,122.2,0.0,0.0,51.0,2303.96,0.019496854,0.036855347,0.0,0.0,Aug,2,4,4,2,Returning_Visitor,False,False
0.0,0.0,1.0,17.0,8.0,549.0,0.022222223,0.044444446,0.0,0.6,May,1,1,6,3,Returning_Visitor,False,False
3.0,92.166664,1.0,39.0,46.0,1388.8667,0.004166667,0.029444445,24.407644,0.0,May,2,4,2,2,Returning_Visitor,False,False
2.0,28.0,0.0,0.0,9.0,163.375,0.0,0.018181818,0.0,0.0,Dec,1,2,3,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,128.0,0.028571429,0.057142857,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
21.0,157.88834,3.0,84.8,170.0,3888.2786,0.0,0.004514952,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
2.0,84.0,0.0,0.0,3.0,195.0,0.0,0.02,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,1066.25,0.0,0.028571429,9.084767,0.0,Nov,1,8,4,11,Returning_Visitor,True,True
8.0,152.0,0.0,0.0,4.0,72.5,0.0,0.00952381,0.0,0.0,Nov,2,2,1,8,New_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,357.25,0.0,0.0625,0.0,0.0,Mar,2,10,4,3,Returning_Visitor,True,False
5.0,44.2,5.0,801.8,12.0,235.3,0.002777778,0.035925925,0.0,0.0,Aug,2,2,2,2,Returning_Visitor,False,False
2.0,98.6,0.0,0.0,11.0,1200.2,0.014285714,0.028571429,18.410566,0.0,Nov,2,6,2,1,Returning_Visitor,True,False
0.0,0.0,5.0,161.5,60.0,2789.1667,0.0,0.005026455,31.318857,0.0,May,2,2,6,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,12.0,166.0,0.028571429,0.071428575,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,5.0,384.0,0.0,0.05,0.0,0.0,May,2,4,4,2,Returning_Visitor,False,False
1.0,159.2,0.0,0.0,21.0,526.5,0.0,0.009090909,0.0,0.0,Aug,3,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,8.0,134.0,0.0,0.025,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
7.0,1474.5,2.0,11.5,129.0,5293.8247,0.005072464,0.020659074,2.524994,0.2,May,2,2,3,1,Returning_Visitor,False,False
5.0,42.0,0.0,0.0,232.0,5932.5967,0.002564103,0.014824296,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
1.0,51.4,0.0,0.0,41.0,883.1395,0.017948719,0.03333333,48.78807,0.0,Jul,2,2,3,3,Returning_Visitor,False,True
2.0,26.0,0.0,0.0,38.0,1689.7084,0.0125,0.0295,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,18.0,1489.0834,0.023529412,0.046470586,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,2530.5,0.014285714,0.052380953,0.0,0.6,May,2,2,9,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,362.75,0.025,0.075,0.0,0.0,Nov,2,5,3,8,Returning_Visitor,False,False
9.0,199.38568,0.0,0.0,38.0,1342.4343,0.0,0.022542074,22.020716,0.0,Nov,2,2,2,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,16.0,370.66666,0.03333333,0.051041666,0.0,0.0,Dec,3,2,2,3,Returning_Visitor,False,False
6.0,146.41667,0.0,0.0,61.0,2405.6528,0.009375,0.032135416,0.0,0.0,Dec,2,1,1,2,Returning_Visitor,False,True
7.0,606.0,1.0,33.0,26.0,631.4583,0.0,0.007142857,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,False,False
7.0,271.33334,0.0,0.0,54.0,3510.4167,0.003571429,0.010714286,9.865125,0.0,May,2,2,4,6,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,6.0,530.0,0.016666668,0.041666668,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,True,False
10.0,198.4,2.0,114.0,26.0,607.9778,0.0,0.016666668,4.9872375,0.0,May,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,130.5,0.08421052,0.100877196,0.0,0.4,May,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,167.0,0.022222223,0.06666667,0.0,0.0,May,2,6,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,920.0,0.12222222,0.14444445,0.0,1.0,May,3,2,7,4,Returning_Visitor,True,False
1.0,10.0,0.0,0.0,11.0,1066.0,0.02,0.04,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
2.0,28.0,0.0,0.0,7.0,115.666664,0.0,0.02,0.0,1.0,May,1,1,1,5,New_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,Other,False,False
0.0,0.0,1.0,5.0,66.0,2537.45,0.003956044,0.022177156,0.0,0.4,May,2,6,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Jul,3,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,26.0,0.06666667,0.13333334,0.0,0.0,May,3,3,1,3,Returning_Visitor,False,False
5.0,56.733334,1.0,14.6,37.0,1123.9933,0.000696864,0.022648085,0.0,0.0,Oct,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,1.0,2.0,33.0,2601.2314,0.005882353,0.011764706,177.77145,0.0,Nov,2,2,7,20,Returning_Visitor,False,True
2.0,78.0,0.0,0.0,24.0,424.0,0.0,0.001190476,0.0,0.0,Mar,1,1,3,10,New_Visitor,False,False
0.0,0.0,0.0,0.0,42.0,1265.8928,0.028253969,0.02856387,0.0,0.0,Dec,3,2,2,13,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,53.0,1618.2034,0.023846153,0.047628205,0.0,0.0,Oct,1,8,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,11.0,135.225,0.0,0.009090909,0.0,0.0,Nov,3,2,2,10,Returning_Visitor,False,False
4.0,56.0,0.0,0.0,31.0,270.49167,0.0,0.00234375,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
4.0,985.5,4.0,308.0,6.0,328.0,0.0,0.015384615,0.0,0.0,Mar,2,2,3,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,57.0,980.8333,0.007142857,0.04464286,0.0,0.8,May,2,2,3,11,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,103.0,0.13333334,0.16666667,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
5.0,106.9,0.0,0.0,211.0,7442.388,0.012735849,0.028901337,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,27.0,0.0,0.05,0.0,0.0,May,3,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,313.0,0.0,0.03333333,0.0,0.0,May,2,10,5,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,249.5,0.0,0.02,0.0,0.0,Dec,2,2,3,8,Returning_Visitor,False,False
9.0,294.65878,2.0,97.64,107.0,3173.2104,0.003138528,0.00912201,5.866249,0.0,June,1,1,1,2,Returning_Visitor,False,False
6.0,197.8,0.0,0.0,48.0,3332.2935,0.0,0.007847222,11.454695,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,272.33334,0.013333333,0.02,0.0,1.0,May,1,1,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,1156.5,0.0,0.03333333,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,False,False
0.0,0.0,2.0,101.7,42.0,1892.1984,0.0,0.004545455,153.5777,0.0,Aug,2,2,1,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,22.0,346.83334,0.03809524,0.057142857,12.558857,0.0,May,2,2,7,2,Returning_Visitor,False,True
1.0,26.5,1.0,58.5,24.0,760.76324,0.006153846,0.020512821,33.110004,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
2.0,44.0,0.0,0.0,44.0,724.31665,0.0,0.011363636,19.212189,0.0,May,2,2,3,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,13.0,399.5,0.0,0.005128205,0.0,1.0,May,3,2,5,1,Returning_Visitor,True,False
5.0,210.77777,3.0,215.0,33.0,1887.6945,0.008571429,0.032380953,11.694858,0.0,May,3,2,3,13,Returning_Visitor,False,True
4.0,47.8,0.0,0.0,7.0,183.0,0.018181818,0.07272727,0.0,0.0,Jul,3,3,3,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,181.0,0.0,0.016666668,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
2.0,107.0,0.0,0.0,3.0,56.0,0.0,0.04,0.0,0.0,Mar,1,1,3,2,New_Visitor,False,False
3.0,41.0,0.0,0.0,32.0,1130.8469,0.014705882,0.01806184,0.0,0.0,May,1,1,2,3,Returning_Visitor,True,False
4.0,27.0,0.0,0.0,9.0,79.25,0.0,0.046153847,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
2.0,136.66667,1.0,9.5,20.0,1572.5714,0.0,0.015873017,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,31.0,887.9167,0.038709678,0.06989247,0.0,0.6,May,1,1,1,15,Returning_Visitor,False,False
1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06666667,0.0,0.0,Mar,4,1,8,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,75.0,2532.9607,0.004266667,0.030748539,0.0,0.0,Aug,1,6,1,1,Returning_Visitor,False,False
1.0,37.0,0.0,0.0,10.0,240.41667,0.018181818,0.022727273,0.0,0.0,May,2,2,3,3,New_Visitor,True,False
0.0,0.0,2.0,36.5,41.0,1383.6611,0.002790698,0.011436389,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,129.5,0.015384615,0.053846154,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,125.0,0.05,0.075,0.0,0.8,May,2,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,450.0,0.0,0.025,0.0,0.0,Mar,4,1,9,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,17.0,842.75,0.0,0.04,0.0,0.0,Dec,2,5,3,1,Returning_Visitor,False,False
